"","date","image","objective","time_pf","num_of_cells","meiotic","stage","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","centrosome","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","microscope","fixation","organism","phylum","classification","genome","chromosomes","day","cleavage_type","num_of_cells_CAT","num_of_cells_NUM","classification_CAT","phylum_CAT","organism_CAT","cleavage_type_CAT","fixation_CAT","microscope_CAT","stage_CAT","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"1470","2014-06-03 00:00:00","mytilus_t0_22","40x",0,"1",1,"mI",70.72758,24.72393,20.77845,8.81265,2.80550458715596,2.35779816513761,1,9.99306,2.5872,3.8625,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,1.71402,13.90982,24.46521
"1471","2014-06-03 00:00:00","mytilus_t0_23","40x",0,"1",1,"mI",81.8202,24.15798,21.60312,10.10625,2.3904,2.1376,1,12.49941,4.39824,2.84191176470588,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.511895,13.90982,20.3742
"1472","2014-06-03 00:00:00","mytilus_t0_24","40x",0,"1",1,"mI",81.93339,24.9018,22.08822,11.20581,2.22222222222222,1.97113997113997,1,9.65349,4.98036,1.93831168831169,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.401245,13.90982,22.144815
"1473","2014-06-03 00:00:00","mytilus_t0_24","40x",0,"1",1,"mI",78.1011,26.38944,23.22012,9.58881,2.75210792580101,2.42158516020236,1,11.86878,6.12843,1.93667546174143,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.738275,13.90982,27.03624
"1474","2014-06-03 00:00:00","mytilus_t0_25","40x",0,"1",1,"mI",77.72919,23.78607,21.87801,10.39731,2.28771384136858,2.10419906687403,1,10.20327,4.77015,2.13898305084746,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.40679,13.90982,24.149895
"1475","2014-06-03 00:00:00","mytilus_t0_26","40x",0,"1",1,"mI",70.27482,25.75881,23.89926,11.14113,2.31204644412192,2.14513788098694,1,11.43219,4.55994,2.50709219858156,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,3.13698,13.90982,25.20903
"1476","2014-06-03 00:00:00","mytilus_t0_27","40x",0,"1",1,"mI",70.06461,21.40908,17.43126,9.99306,2.14239482200647,1.74433656957929,1,9.89604,6.74289,1.46762589928058,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.63317,13.90982,23.4465
"1477","2014-06-03 00:00:00","mytilus_t0_28","40x",0,"1",1,"mI",76.90452,25.48392,22.62183,9.36243,2.72193436960276,2.41623488773748,1,9.34626,4.30122,2.17293233082707,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.837835,13.90982,24.86946
"1478","2014-06-03 00:00:00","mytilus_t0_29","40x",0,"1",1,"mI",73.49265,24.06096,20.47122,9.702,2.48,2.11,1,12.24069,5.04504,2.42628205128205,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.094015,13.90982,29.663865
"1479","2014-06-03 00:00:00","mytilus_t0_30","40x",0,"1",1,"mI",65.6502,22.36311,20.6976,9.96072,2.24512987012987,2.07792207792208,1,10.60752,6.17694,1.71727748691099,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,2.03742,13.90982,19.69506
"1480","2014-06-03 00:00:00","mytilus_t0_31","40x",0,"1",1,"mI",67.18635,23.67288,21.6678,10.42965,2.26976744186047,2.07751937984496,1,10.63986,5.95056,1.78804347826087,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,2.06976,13.90982,21.74865
"1481","2014-06-03 00:00:00","mytilus_t0_32","40x",0,"1",1,"mI",68.47995,21.9912,20.01846,9.02286,2.43727598566308,2.21863799283154,1,10.60752,5.80503,1.82729805013928,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.58466,13.90982,21.45759
"1482","2014-06-03 00:00:00","mytilus_t0_33","40x",0,"1",1,"mI",70.61439,21.05334,20.27718,8.52159,2.47058823529412,2.37950664136622,1,11.30283,2.81358,4.01724137931035,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,0.85701,13.90982,9.451365
"1483","2014-06-03 00:00:00","mytilus_t0_34","40x",0,"1",1,"mI",73.00755,22.50864,20.58441,11.49687,1.957805907173,1.79043600562588,1,11.88495,5.12589,2.3186119873817,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.03742,13.90982,27.87708
"1484","2014-06-03 00:00:00","mytilus_t0_35","40x",0,"1",1,"mI",68.5608,26.53497,23.23629,11.59389,2.28870292887029,2.00418410041841,1,10.15476,5.14206,1.9748427672956,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.627625,13.90982,23.907345
"1485","2014-06-03 00:00:00","mytilus_t0_36","40x",0,"1",1,"mI",76.8075,23.26863,21.86184,9.07137,2.5650623885918,2.40998217468806,1,9.44328,5.64333,1.67335243553009,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.89189,13.90982,22.355025
"1486","2014-06-03 00:00:00","mytilus_t0_37","40x",0,"1",1,"mI",74.65689,24.31968,22.70268,10.73688,2.26506024096386,2.1144578313253,1,10.20327,3.97782,2.5650406504065,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.867635,13.90982,22.94523
"1487","2014-06-03 00:00:00","mytilus_t0_37","40x",0,"1",1,"mI",73.86456,23.2848,20.45505,11.04411,2.10834553440703,1.85212298682284,1,12.40239,4.65696,2.66319444444444,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.45784,13.90982,24.36819
"1488","2014-06-03 00:00:00","mytilus_t0_40","40x",0,"1",1,"mI",76.9692,23.17161,21.65163,8.14968,2.84325396825397,2.65674603174603,1,10.72071,5.06121,2.11821086261981,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,1.84338,13.90982,23.25246
"1489","2014-06-03 00:00:00","mytilus_t0_41","40x",0,"1",1,"mI",72.45777,24.54606,21.47376,8.92584,2.75,2.40579710144928,1,11.10879,3.83229,2.89873417721519,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.90806,13.90982,25.61328
"1490","2014-06-03 00:00:00","mytilus_t0_42","40x",0,"1",1,"mI",64.90638,22.68651,20.16399,8.8935,2.55090909090909,2.26727272727273,1,9.91221,3.62208,2.73660714285714,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,1.71402,13.90982,20.77845
"1491","2014-06-03 00:00:00","mytilus_t0_43","40x",0,"1",1,"mI",75.53007,22.9614,20.66526,10.26795,2.23622047244094,2.01259842519685,1,9.50796,4.44675,2.13818181818182,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.617,13.90982,31.56384
"1492","2014-06-03 00:00:00","mytilus_t0_44","40x",0,"1",1,"mI",78.19812,24.65925,22.638,9.11988,2.70390070921986,2.4822695035461,1,11.38368,4.47909,2.54151624548736,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.770615,13.90982,24.28734
"1493","2014-06-03 00:00:00","mytilus_t0_46","40x",0,"1",1,"mI",77.26026,21.92652,17.88402,8.86116,2.47445255474453,2.01824817518248,1,9.92838,5.54631,1.79008746355685,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.78124,13.90982,22.759275
"1494","2014-06-03 00:00:00","mytilus_t0_47","40x",0,"1",1,"mI",77.79387,24.77244,22.02354,8.53776,2.90151515151515,2.57954545454545,1,11.62623,4.81866,2.41275167785235,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,1.58466,13.90982,22.78353
"1495","2014-06-03 00:00:00","mytilus_t0_48","40x",0,"1",1,"mI",72.31224,26.55114,22.18524,10.15476,2.61464968152866,2.18471337579618,1,10.89858,5.30376,2.05487804878049,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0.6468,2.00508,13.90982,21.71631
"1496","2014-06-03 00:00:00","mytilus_t0_49","40x",0,"1",1,"mI",69.09441,24.77244,22.03971,9.92838,2.49511400651466,2.21986970684039,1,11.06028,3.75144,2.94827586206897,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0.42042,2.094015,13.90982,28.60473
"1497","2014-06-03 00:00:00","mytilus_t0_51","40x",0,"1",1,"mI",65.08425,25.75881,22.36311,8.18202,3.14822134387352,2.73320158102767,1,11.02794,4.65696,2.36805555555556,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.85955,13.90982,21.48993
"1498","2014-06-03 00:00:00","mytilus_t0_52","40x",0,"1",1,"mI",74.18796,24.255,22.36311,9.78285,2.47933884297521,2.28595041322314,1,14.08407,4.67313,3.01384083044983,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,2.045505,13.90982,25.01499
"1499","2014-06-03 00:00:00","mytilus_t0_53","40x",0,"1",1,"mI",66.19998,25.03116,22.638,9.28158,2.69686411149826,2.4390243902439,1,11.04411,3.91314,2.82231404958678,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,0,1.802955,13.90982,23.648625
"1500","2014-06-03 00:00:00","mytilus_t0_55","40x",0,"1",1,"mI",64.27575,23.9316,23.13927,9.92838,2.41042345276873,2.33061889250814,1,8.52159,3.60591,2.36322869955157,0,"mm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-03 00:00:00","s",1,1,3,6,9,5,2,1,7,NA,1.71402,13.90982,21.78099
"1501","2014-06-17 00:00:00","mytilus_t0_","40x-zlsm",0,"1",1,"mI",76.6,24.5,21.2,10.3,2.37864077669903,2.05825242718447,1,1.53615,3.9,0.393884615384615,0,"zlsm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-17 00:00:00","s",1,1,3,6,9,5,2,3,7,0,3.9,13.90982,29
"1502","2014-06-17 00:00:00","mytilus_t0_","40x-zlsm",0,"1",1,"mI",65.7,26.1,22.5,9.8,2.66326530612245,2.29591836734694,1,9.5,4.3,2.2093023255814,0,"zlsm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-17 00:00:00","s",1,1,3,6,9,5,2,3,7,0,2.2,13.90982,22.15
"1503","2014-06-17 00:00:00","mytilus_t0_1","40x-zlsm",0,"1",1,"mI",63.2,26.8,23,11.1,2.41441441441441,2.07207207207207,1,11,4.8,2.29166666666667,0,"zlsm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-17 00:00:00","s",1,1,3,6,9,5,2,3,7,0,2.35,13.90982,31.75
"1504","2014-06-17 00:00:00","mytilus_t0_2","40x-zlsm",0,"1",1,"mI",79.6,25.7,22.6,13.6,1.88970588235294,1.66176470588235,1,11.1,5.1,2.17647058823529,0,"zlsm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-17 00:00:00","s",1,1,3,6,9,5,2,3,7,0,2.85,13.90982,29.8
"1505","2014-06-17 00:00:00","mytilus_t0_3","40x-zlsm",0,"1",1,"mI",69,25.3,22.4,11.6,2.18103448275862,1.93103448275862,1,12.1,5.3,2.28301886792453,0,"zlsm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-17 00:00:00","s",1,1,3,6,9,5,2,3,7,0,3.3,13.90982,26.85
"1506","2014-06-17 00:00:00","mytilus_t0_4","40x-zlsm",0,"1",1,"mI",75,28.8,24.3,11.5,2.50434782608696,2.11304347826087,1,10.6,4,2.65,0,"zlsm40","df","mytilus_californianus","mollusca","bpl",NA,28,"2014-06-17 00:00:00","s",1,1,3,6,9,5,2,3,7,0,2.9,13.90982,33.8
"1507","2013-11-12 00:00:00","Urchin_oocytesStacks_22","40x",0,"1",1,"m",73.7352,25.0635,20.34186,12.22452,2.05026455026455,1.66402116402116,1,11.99814,4.81866,2.48993288590604,0,"mm40","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2013-11-12 00:00:00","rah",1,1,1,1,6,1,3,1,2,NA,4.46292,13.90982,13.37259
"1509","2013-11-12 00:00:00","Urchin_oocytesStacks_32","40x",0,"1",1,"m",86.15376,20.71377,15.97596,10.44582,1.98297213622291,1.52941176470588,1,12.17601,5.1744,2.353125,0,"mm40","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2013-11-12 00:00:00","rah",1,1,1,1,6,1,3,1,2,0,5.96673,6.4372,17.924445
"1510","2013-11-12 00:00:00","Urchin_oocytesStacks_33","40x",0,"1",1,"m",80.41341,17.56062,17.56062,16.17,1.086,1.086,1,11.09262,5.93439,1.86920980926431,0,"mm40","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2013-11-12 00:00:00","rah",1,1,1,1,6,1,3,1,2,0,6.589275,6.4372,14.74704
"1511","2013-11-12 00:00:00","Urchin_oocytesStacks_40","40x",0,"1",1,"m",79.62108,18.53082,14.29428,11.46453,1.6163610719323,1.24682651622003,1,11.07645,4.67313,2.37024221453287,0,"mm40","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2013-11-12 00:00:00","rah",1,1,1,1,6,1,3,1,2,0.54978,2.87826,6.4372,15.515115
"1512","2013-11-12 00:00:00","Urchin_oocytesStacks_42","40x",0,"1",1,"m",88.48224,20.09931,15.24831,9.97689,2.01458670988655,1.52836304700162,1,9.28158,6.6297,1.4,0,"mm40","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2013-11-12 00:00:00","rah",1,1,1,1,6,1,3,1,2,1.18041,2.676135,6.98698,30.44811
"1513","2014-01-24 00:00:00","140124spurp_oocyte__8","40x",0,"1",1,"m",105.76797,19.84059,17.56062,13.03302,1.52233250620347,1.34739454094293,1,16.13766,5.75652,2.80337078651685,0,"mm40","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2014-01-24 00:00:00","rah",1,1,1,1,6,1,3,1,2,0,4.2042,6.98698,20.32569
"1514","2014-01-27 00:00:00","140127spurp_oocyte_3","40x",0,"1",1,"m",106.51179,16.07298,14.69853,15.29682,1.0507399577167,0.960887949260042,1,16.76829,5.93439,2.82561307901907,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,1.738275,6.04758,7.7308,25.249455
"1515","2014-01-27 00:00:00","140127spurp_oocyte_5","40x",0,"1",1,"m",105.83265,23.36565,17.36658,13.79301,1.69402110199297,1.25908558030481,1,16.10532,6.06375,2.656,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,1.350195,6.22545,7.7308,NA
"1516","2014-01-27 00:00:00","140127spurp_oocyte_7","40x",0,"1",1,"m",99.2838,28.49154,16.73595,10.89858,2.61424332344214,1.53560830860534,1,12.62877,6.48417,1.94763092269327,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,3.37953,9.44328,6.19465,40.66755
"1517","2014-01-27 00:00:00","140127spurp_oocyte_9","40x",0,"1",1,"m",81.1734,24.20649,19.61421,10.31646,2.34639498432602,1.9012539184953,1,7.84245,4.25271,1.84410646387833,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,NA,4.3659,6.19465,21.400995
"1518","2014-01-27 00:00:00","140127spurp_oocyte_11","40x",0,"1",1,"m",95.90427,28.11963,22.9614,15.6849,1.79278350515464,1.4639175257732,1,13.79301,4.28505,3.2188679245283,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,1.2936,6.6297,6.19465,24.376275
"1519","2014-01-27 00:00:00","140127spurp_oocyte_14","40x",0,"1",1,"m",79.58874,21.06951,16.6551,16.07298,1.31086519114688,1.03621730382294,1,10.20327,1.9404,5.25833333333333,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,0,3.048045,6.19465,15.790005
"1520","2014-01-27 00:00:00","140127spurp_oocyte_16","40x",0,"1",1,"m",107.65986,24.43287,17.3019,10.21944,2.39082278481013,1.69303797468354,1,12.06282,3.02379,3.98930481283422,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,0.69531,3.89697,6.19465,27.788145
"1521","2014-01-27 00:00:00","140127spurp_oocyte","40x",0,"1",1,"m",102.06504,21.9912,15.45852,12.98451,1.69364881693649,1.19053549190535,1,14.7147,3.89697,3.77593360995851,0,"mm40","m","Strongylocentrotus_purpuratus","","bd",814,42,"2014-01-27 00:00:00","rah",1,1,1,7,6,1,3,1,2,1.4553,5.667585,6.19465,19.404
"1525","2013-11-22 00:00:00","urchin1_w1Confocal_561","63x",0,"1",1,"m",73.656,24.552,21.4086,11.0391,2.22409435551811,1.93934288121314,1,11.7645,4.9941,2.35567970204842,0,"nsd60","m","Strongylocentrotus_purpuratus","echinodermata","bd",814,42,"2013-11-22 00:00:00","rah",1,1,1,1,6,1,3,4,2,0.5394,3.4131,7.82621,23.2779
"1528","2013-05-23 00:00:00","ucaupo_25minUcaupo_8","60x",25,"1",1,"mI",109.09564,20.3364,16.38748,7.4244,2.73913043478261,2.20724637681159,1,9.43652,1.90452,4.95480225988701,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.47548,7.82621,18.22744
"1534","2013-05-23 00:00:00","ucaupo_25minUcaupo_19","60x",25,"1",1,"mI",116.208,22.44536,19.86296,9.28588,2.41714947856315,2.13904982618772,1,10.87836,3.20648,3.39261744966443,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0.43578,3.74986,7.82621,20.53546
"1535","2013-05-23 00:00:00","ucaupo_25minUcaupo_20","60x",25,"1",1,"mI",101.8434,25.03852,20.89592,10.15744,2.46504237288136,2.05720338983051,1,12.2664,2.30264,5.32710280373832,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,NA,7.82621,NA
"1536","2013-05-23 00:00:00","ucaupo_25minUcaupo_21a_(top)","60x",25,"1",1,"mI",105.179,17.95844,15.07476,5.96104,3.01263537906137,2.52888086642599,1,8.79092,2.05516,4.27748691099476,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0.38198,3.56156,7.82621,17.61412
"1537","2013-05-23 00:00:00","ucaupo_25minUcaupo_21b_(bottom)","60x",25,"1",1,"mI",102.60736,18.84076,16.63496,7.94088,2.37262872628726,2.09485094850948,1,12.47084,3.88436,3.21052631578947,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.83594,7.82621,19.81454
"1538","2013-05-23 00:00:00","ucaupo_25minUcaupo_22","60x",25,"1",1,"mI",125.57996,25.286,20.70224,8.25292,3.0638852672751,2.50847457627119,1,10.46948,2.87292,3.64419475655431,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,1.1029,4.1426,7.82621,16.06468
"1541","2013-05-23 00:00:00","ucaupo_UCauop_7","60x",25,"1",1,"mI",128.70036,19.10976,16.43052,11.25496,1.69789674952199,1.45984703632887,1,11.61004,2.28112,5.08962264150943,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.82518,7.82621,13.94496
"1544","2013-05-23 00:00:00","ucaupo_UCauop_12","60x",25,"1",1,"mI",107.85824,20.45476,17.1084,9.33968,2.19009216589862,1.83179723502304,1,9.99604,2.39948,4.16591928251121,NA,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,4.00272,7.82621,18.55024
"1547","2013-05-23 00:00:00","45minUcaupo_3","60x",45,"1",1,"mI",106.61008,19.73384,16.09696,7.27376,2.71301775147929,2.21301775147929,1,7.9086,3.30332,2.39413680781759,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0.60794,2.48556,7.82621,14.56366
"1549","2013-05-23 00:00:00","45minUcaupo_5","60x",45,"1",1,"mII",98.44324,23.71504,21.53076,9.53336,2.48758465011287,2.25846501128668,1,8.26368,3.16344,2.61224489795918,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,5,0,3.13116,5.22366,18.87304
"1550","2013-05-23 00:00:00","45minUcaupo_6","60x",45,"1",1,"mI",100.8212,24.4252,20.982,7.05856,3.46036585365854,2.97256097560976,1,9.75932,2.22732,4.3816425120773,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.3894,5.22366,16.5973
"1554","2013-05-23 00:00:00","45minUcaupo_10","60x",45,"1",1,"mI",104.79164,19.84144,16.45204,7.6934,2.57902097902098,2.13846153846154,1,8.80168,2.89444,3.04089219330855,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,1.02758,3.48624,5.22366,22.1387
"1556","2013-05-23 00:00:00","45minUcaupo_12","60x",45,"1",1,"mI",95.59184,21.90736,20.30412,6.57436,3.33224222585925,3.08837970540098,1,7.801,1.64628,4.73856209150327,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.61536,5.22366,18.78696
"1558","2013-05-23 00:00:00","45minUcaupo_14","60x",45,"1",1,"mI",92.67588,19.83068,17.56032,6.54208,3.03125,2.68421052631579,1,8.54344,1.16208,7.35185185185185,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,2.80836,5.22366,11.4325
"1561","2013-05-23 00:00:00","45minUcaupo_16","60x",45,"1",1,"mI",103.25296,22.45612,19.77688,6.59588,3.40456769983687,2.99836867862969,1,8.89852,2.5824,3.44583333333333,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.08812,5.22366,18.8031
"1562","2013-05-23 00:00:00","45minUcaupo_17","60x",45,"1",1,"mI",107.1158,22.88652,19.83068,5.71356,4.00564971751412,3.47080979284369,1,9.01688,2.50708,3.59656652360515,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0,3.58846,5.22366,25.89394
"1564","2013-05-23 00:00:00","ucaupo45min_UCauop_2","60x",45,"1",1,"mI",99.27176,26.6848,22.57448,7.55352,3.53276353276353,2.98860398860399,1,8.59724,2.84064,3.02651515151515,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0.68864,3.47548,5.22366,13.6383
"1565","2013-05-23 00:00:00","ucaupo45min_UCauop_3","60x",45,"1",1,"mI",98.46476,21.6814,17.56032,7.801,2.77931034482759,2.25103448275862,1,9.8454,3.07736,3.1993006993007,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,0.71554,3.34098,5.22366,14.13326
"1573","2013-05-23 00:00:00","ucaupo45min_UCauop_14","60x",45,"1",1,"mI",96.85076,22.45612,16.69952,6.80032,3.30221518987342,2.45569620253165,1,8.67256,2.5824,3.35833333333333,0,"mm60","pf","urechis_caupo","annelida","bpl",NA,18,"2013-05-23 00:00:00","s",1,1,3,5,7,5,1,25,7,NA,NA,5.22366,NA
"1590","2014-06-03 00:00:00","urechis_t20m_40x_23","40x",20,"1",1,"mI",128.24427,31.59618,27.11709,17.07552,1.85037878787879,1.58806818181818,1,23.30097,4.38207,5.31734317343173,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,4.851,5.22366,27.61836
"1599","2014-06-03 00:00:00","urechis_t20m_40x_40","40x",20,"1",1,"mI",112.02576,38.63013,33.26169,21.65163,1.78416728902166,1.53622106049291,1,18.32061,4.49526,4.07553956834532,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,1.285515,5.101635,5.22366,63.85533
"1600","2014-06-03 00:00:00","urechis_t20m_40x_42","40x",20,"1",1,"mI",115.19508,32.51787,29.04132,14.68236,2.2147577092511,1.97797356828194,1,13.34025,5.44929,2.44807121661721,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.230995,5.22366,65.53701
"1605","2014-06-03 00:00:00","urechis_t20m_40x_50","40x",20,"1",1,"mI",112.20363,30.48045,27.0039,16.59042,1.83723196881092,1.62768031189084,1,19.98612,5.22291,3.8266253869969,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,3.91314,5.22366,26.04987
